,id,title,abstract,pillar,research_category,truncated,LR,SVC,MLP
2980,pub.1189767013,Keeping an eye on alginate: innovations and opportunities for sustainable production and diverse applications,"Alginate is a biocompatible, biodegradable, brown seaweed polysaccharide with diverse techno-functional properties. However, growing environmental concerns are driving the need for more sustainable alginate extraction methods. Novel methods such as ultrasound-assisted extraction, microwave-assisted extraction and subcritical water extraction among others, have attracted significant attention by improving polysaccharide yields and addressing current production bottlenecks i.e., extraction time, solvent consumption and energy demand. These technologies used individually or in combination with novel solvents (food grade solvents, ionic liquids, deep eutectic solvents), offer promising environmentally friendly and food-grade alternatives. Large-scale optimised methods utilising these innovative methods remain underexplored. In addition, pre-treatment strategies utilising green protocols could improve alginate yields and properties. This narrative review aims to examine conventional alginate processing alongside emerging technologies and solvents to enhance extraction efficiency and functional properties. It explores the advantages as well as disadvantages of these approaches such as cost and scalability. Challenges for future uses of alginates are also discussed i.e., mechanical and biological. By deepening our understanding of these properties future research could unlock innovative applications, with cultivated meat offering a novel and promising direction.",CM,Scaffolding,False,True,True,False
1425,pub.1190735298,"An innovative functional fermented vegetable milk analogue fermented by Acidipropionibacterium acidipropionici , Lactobacillus delbrueckii and Lactococcus lactis mitigates the inflammatory response in vitro and in vivo","Industrialised, developed Western countries are seeking alternative sources of proteins owing to a demand for healthier food and increased focus on animal welfare. Concomitantly, these countries are subjected to a growing incidence of ailments related to inflammation. This results in a growing demand for vegetable functional foods addressing dietary, ethical and health concerns. In this context, we previously developed a bacterial consortium composed of Acidipropionibacterium acidipropionici CIRM-BIA2003, Lactobacillus delbrueckii Bioprox1585 and Lactococcus lactis Bioprox7116, leading to an innovative fermented soymilk with anti-inflammatory effects, as suggested in vitro using cultured human intestinal epithelial cells (HIECs). We further show herein that this consortium modulates human immune cells, i.e. peripheral blood mononuclear cells (PBMCs) ex vivo, favouring the production of IL-10 by monocyte-derived dendritic cells and IL-17. Moreover, we show that the consortium protects epithelial barrier integrity in vitro in cultured HIECs when subjected to an inflammatory challenge. We finally show that this innovative fermented functional food, when consumed in a preventive manner, mitigates acute colitis in vivo in rats subjected to TNBS-induced colitis. This development opens new avenues for preclinical and clinical studies aimed at components of a preventive diet or the potentialization of treatments dealing with emerging chronic diseases that involve gut hyperpermeability and inflammation.",PB,Health & nutrition,False,True,False,False
3908,pub.1193249719,Evaluating Scale-Up Cultivation Modes for Aspergillus oryzae Biomass Production Using VFA-Rich Effluents from Agro-Industrial Residues,"Organic-waste-derived volatile fatty acids (VFAs) are promising substrates for fungal biomass cultivation, offering a nutrient-rich medium capable of meeting microbial growth requirements. However, the growth and biomass productivity are highly influenced by the VFAs' composition and mode of operation. This study investigated the cultivation of Aspergillus oryzae fungal biomass using agro-industrial-derived VFA effluent, employing repeated-batch and fed-batch (stepwise and continuous-feeding) cultivation modes to evaluate fungal growth and biomass composition. The highest dry biomass yield of 0.41 dry biomass/gVFAsfed (g/g) was achieved in fed-batch mode with continuous feeding, where the biomass exhibited pellet morphology, facilitating ease of harvesting. The crude protein content varied according to the cultivation strategy, reaching 45-53% in continuous-feeding fed-batch mode, while it was 34-42% in stepwise fed-batch mode. Additionally, the fungal biomass contained significant levels of essential macronutrients and trace elements, including Mg, Ca, K, Mn, and Fe, which are crucial if the biomass is intended to be used in animal feed formulations. This study highlights the effects of cultivation modes on biomass composition and the potential of VFA-derived fungal biomass as a sustainable feed ingredient.",F,Feedstocks,False,True,False,False
4164,pub.1188823937,Formation of insoluble complexes upon calcium addition to total pea globulins or isolated 7S and 11S fractions: Impact of pH and intrinsic phytic acid content,"Peas are rich in protein and are a good source of minerals, such as calcium (Ca). They also contain phytochemicals such as phytic acid (PA), which can form complexes with protein and calcium. This study aimed to understand how adding calcium affects the colloidal stability of aqueous dispersions of different pea protein fractions. Globulins and their 7S and 11S fractions were extracted from a commercial pea concentrate ingredient by alkaline extraction followed by isoelectric point precipitation (AE-IEP) combined with a salt dissolution/precipitation purification method. The protein extracts were characterized for protein composition, PA, and Ca contents. Calcium binding capacities were studied in protein dispersions (2.5% w/v) at pHs 4.5, 5.5, 6.5 and 7.5 after addition of CaCl2 (0–20 mM) using a calcium sensor. Protein complex formation and aggregate sizes were assessed by turbidity and dynamic light scattering measurements. The results showed that pH influenced complex formation involving both pea protein and intrinsic PA. At low pH and close to the isoelectric point of globulin (<5.0), proteins and PA hardly bound Ca due to reduced charges. Calcium binding capacities were significantly higher at neutral pHs, with protein aggregates of different sizes forming (11S > total globulin>7S). The higher affinity of total globulin systems to bind calcium was potentially linked to their more folded structure compared to 7S and 11S fractions. The 11S legumin dispersions were less likely to chelate calcium than 7S vicilin. Higher initial levels of PA in total globulin and 7S vicilin systems (three times higher than 11S dispersions) also favored the formation of insoluble complexes between calcium, PA, and proteins.",PB,Ingredient optimisation,False,True,False,True
670,pub.1194259424,"Ergosterol-Enriched Liposomes with Post-Processing Modifications for Serpylli Herba Polyphenol Delivery: Physicochemical, Stability and Antioxidant Assessment","Background/Objectives: In the present study, ergosterol, a novel natural and animal-free alternative sterol, was investigated, and its effects on liposomal properties were assessed. Importantly, ergosterol's fungal origin offers a sustainable substitute for cholesterol, aligning with current trends in natural and vegan-friendly formulations. Methods: This study explored the effect of ergosterol content (10 mol% vs. 20 mol%) on the encapsulation efficiency (EE), physical properties, morphology, antioxidant activity, lipid peroxidation, and storage stability of Serpylli herba extract-loaded liposomes. Results: Liposomes with 20 mol% ergosterol exhibited significantly higher EE (~81.0%) than those with 10 mol% (~75.6%), along with improved resistance to UV- and freeze-drying-induced reduction in EE. Extract loading resulted in a reduced particle size, indicating favorable bilayer interactions, whereas lyophilization increased size and polydispersity, reflecting structural destabilization. However, 20 mol% ergosterol improved vesicle uniformity and surface charge stability, suggesting enhanced bilayer rigidity. Zeta potential and mobility trends supported improved colloidal stability in ergosterol-enriched systems under all tested conditions. Over 28 days at 4 °C, non-treated extract-loaded liposomes with a higher ergosterol content demonstrated enhanced vesicle integrity. During storage, UV-treated and lyophilized liposomes with 20 mol% ergosterol maintained more consistent size and charge profiles, indicating better membrane reorganization and stability. Nanoparticle tracking analysis demonstrated that ergosterol content modulates vesicle concentration in a dose-dependent manner, highlighting the role of membrane composition in liposome formation and potential dose uniformity. Transmission electron microscopy analysis of extract-loaded liposomes demonstrated well-defined vesicles with intact structural features. A study in a Franz diffusion cell revealed that ergosterol-enriched liposomes significantly delayed polyphenol release compared to free extract, confirming their potential for controlled delivery. Antioxidant activity was preserved in all liposomal systems, with higher ergosterol content supporting improved ABTS radical scavenging potential after stress treatments. FRAP assay results remained stable across formulations, with no major differences between sterol levels. TBARS analysis demonstrated that Serpylli herba extract significantly reduced UV-induced lipid peroxidation in ergosterol-enriched liposomes, underscoring its protective antioxidant role. Conclusions: Higher ergosterol content enhanced liposomal performance in terms of encapsulation, structural resilience, and antioxidant retention, particularly under UV and lyophilization stress. Ergosterol-containing liposomes exhibited improved stability, favorable particle size distribution, and high encapsulation efficiency, while maintaining the antioxidant functionality of the incorporated Serpylli herba polyphenol-rich extract. These findings highlight the potential of ergosterol-based liposomes as robust carriers for bioactive compounds in pharmaceutical and nutraceutical applications that align with current trends in green and vegan-friendly formulations.",F,Ingredient optimisation,True,True,True,True
50,pub.1192570649,"Multifunctional Roles of Medicinal Plants in the Meat Industry: Antioxidant, Antimicrobial, and Color Preservation Perspectives","There is growing interest from researchers, the food industry, and consumers in reducing or eliminating synthetic preservatives such as nitrites in meat products. In this context, medicinal plants have emerged as promising sources of natural compounds with multifunctional roles. This review summarizes recent advances in the application of medicinal plant extracts as natural antioxidants, antimicrobials, and color-preserving agents in the meat industry. A systematic literature search was conducted using the PubMed and Lens databases, complemented by a bibliometric analysis with the VOS viewer, to identify research trends and key contributors in the field. The incorporation of plant-based ingredients in meat and meat analogues has the potential to enhance flavor, nutritional value, and shelf life while responding to the demand for clean-label and health-oriented products. Particular attention is given to the phytochemical composition, bioactivity, and practical application of selected medicinal plants that have demonstrated efficacy in preserving the oxidative stability, microbial safety, and visual quality of meat. Furthermore, the review highlights emerging plant species with potential in meat preservation and discusses the challenges related to their incorporation into meat matrices. These findings support the strategic use of plant-based bioactive compounds as sustainable and functional alternatives to synthetic additives in meat systems.",CC,End product formulation,False,True,True,True
295,pub.1190448023,Production of phosphorylated and functional αs1-casein in Escherichia coli,"While the demand for milk proteins is on the rise, sustainability concerns dictate a reduction in animal-based agriculture. Microbial cell factories can be a viable alternative, but their inability to phosphorylate recombinant caseins is a major bottleneck, since phosphorylation is needed for calcium binding and functionality. We propose a solution that involves engineering bacteria to co-express bacterial protein kinases, resulting in recombinant caseins with the native phosphorylation pattern and functional properties. We successfully phosphorylated αs1-casein in Escherichia coli using bacterial kinases, achieving phosphorylation at all native sites. To complement this approach, we developed an alternative phosphomimetic strategy by substituting serine residues with aspartate to mimic phosphorylation. Structural and functional characterization of all the phosphorylated/phosphomimetic recombinant αs1-caseins demonstrated properties comparable with those of bovine α-casein, including calcium-binding affinity, digestibility, and structural integrity. Notably, phosphomimetic αs1-casein may offer a simpler system, while phosphorylated casein more closely resembles bovine casein. This approach has significant implications for the development of alternative protein sources, addressing both sustainability and functional demands in the food industry.",F,Target molecule selection,False,True,True,True
2981,pub.1191584911,Reduced environmental footprint through novel food production technologies: Four case studies from Finland,"New ways to reduce the climate impact and land occupation of agriculture and food production are needed. This study assessed the potential of four new food production solutions to mitigate the climate impact at the national level in Finland by partly replacing conventional food production solutions. The climate mitigation potential of reforestation of saved land was also assessed. The new production solutions assessed represent cellular agriculture and controlled environment agriculture (CEA). The climate impact and land occupation were assessed for the four new production solutions and for four conventional production solutions using life cycle assessment (LCA). Land use and land use change (LULUC) emissions were systematically included in the LCA. The LCA results were scaled up to the national level with estimated production amounts for Finland. The results showed that these four new solutions can have an impact at the national level when partly replacing conventional solutions. There is mitigation potential in reforestation of the saved land, but the main impact was achieved by replacing conventional production. Cellular agriculture and CEA can provide significant reductions in climate impact, but for CEA reductions in the climate impact depend on the energy sources used. Using low-carbon energy sources ensures that reductions in land occupation can be achieved, as bio-based renewable energy causes large land occupation. The results highlight the importance of considering LULUC emissions in LCAs of conventional agricultural products, especially in areas with organic soils. Decreasing cultivation on organic soils has a high climate impact mitigation potential for conventional food production.",CC,Impact assessments,False,True,True,True
2417,pub.1190467589,Unveiling the approach of campesterol: Its application and circular bio-economy,"Abstract  Campesterol is a naturally occurring phytosterol found in the plant cell membranes, and it shows medicinal uses in nutraceuticals and pharmaceuticals due to its strong biological activities, such as antioxidant, anti-inflammatory, and anticancer properties. Several extraction methods exist, i.e. docking, chromatographic, gas chromatography-mass spectrometry, subcritical fluid extraction, cold-pressed, Soxhlet, mechanical shaking, silica solid-phase and microwave-assisted; however, silica solid-phase extraction method is a highly efficient approach for isolating campesterol from plant cells. Campesterol is also used for enhancing the nutritional value and functional qualities of food such as margarine, dairy products, including milk, yoghurt, and cheese, salad dressings and beverages like soy milk, almond milk, peanut milk, and oat milk. It also plays an important role in cosmetics products (moisturizing lotions, lipsticks, and shampoos) and biomaterials (gelatin, chitin, silk sericin, chitosan, and alginate). Valorization of underutilized horticultural crops (green and yellow vegetables, nuts, seeds, legumes, fruits, and grains) and fruit waste peel, pulp, and seed as a source of campesterol directly shows impact on circular bio-economy. This review focuses on campsterol’s bioactivity, extraction, and sustainable applications in food and pharma industries.",PB,Ingredient optimisation,False,True,True,True
305,pub.1193177170,"Leveraging foundation models and transfer learning for peptide transport prediction, molecular taste classification, and visual texture analysis","Foundation models (FMs) offer powerful tools for modeling symbolic and image data in food science through transfer learning. This study presents three applications demonstrating how pre-trained FMs can improve prediction tasks commonly found in experimental food science data. First, embeddings from the “Evolutionary Scale Model Cambrian” protein language model were used to classify the Caco-2 monolayer transportability of goat milk-derived peptides based on their amino acid sequences. The resulting model achieved an accuracy of 0.89, outperforming conventional peptide embedding methods. Second, the “MolFormer” chemical language model was applied to predict tastes of small molecules (sweet, bitter, umami), achieving an accuracy of 0.99 and surpassing chemoinformatic-based models. Third, image embeddings from a vision transformer model (“Contrastive Language-Image Pre-training”) were used to predict fibrousness in meat analogue samples. This approach improved upon previous automated image analyses and successfully handled samples with complex appearance. These examples demonstrate that transfer learning from FMs enables accurate and scalable prediction models for food science applications. The transfer learning approach supports integration of protein, chemical, and image data, offering a unified framework for diverse experimental data analysis in food science, with the potential to accelerate innovation in novel food design and predictive food manufacturing.",PB,Texturization methods,False,True,False,False
1149,pub.1193156759,"Nutritional Value, Health Properties, Safety Considerations, and Consumer Acceptance of Lemnoideae as Human Food","BACKGROUND: The growing demand for sustainable and nutrient-rich food has drawn attention to aquatic plants, particularly those of the Lemnoideae subfamily, commonly known as duckweed. These fast-growing plants are rich in high-quality protein and offer an attractive alternative to traditional plant and animal protein sources, especially in the context of targeted nutrition and sustainable diets.
METHODS: This review is a critical assessment of Lemnoideae potential as a functional food ingredient for various population groups, including vegans, diabetics, the elderly, and individuals with specific dietary needs. Their amino acid profile, protein digestibility, allergenicity, and bioactive compound content are evaluated in the paper. Also examined are health-related outcomes and applications, including clinical and space nutrition, alongside current barriers such as limited consumer acceptance and regulatory hurdles.
RESULTS AND CONCLUSIONS: Lemnoideae demonstrate a favorable amino acid profile, high digestibility, and low allergenic potential. They are a source of bioactive compounds with antioxidant, anti-inflammatory, and antimicrobial properties, and show promising effects in managing metabolic disorders such as type 2 diabetes and cardiovascular disease. Legal approvals in the EU and U.S. mark a shift towards broader acceptance. While sensory attributes and consumer unfamiliarity remain challenges, the findings allow us to highlight Lemnoideae as a promising next-generation plant protein source that could contribute to sustainable food systems and support the development of novel functional foods tailored to specific dietary needs.",PB,Ingredient optimisation,False,True,False,False
884,pub.1196751732,Development and Optimization of a LAMP Assay for Lupin Detection in Foods,"Lupin (Lupinus spp.) is increasingly incorporated into processed foods as a gluten-free ingredient and alternative protein source, but it is also a regulated allergen in the European Union due to cross-reactivity with other legumes, especially peanut. Reliable methods for detecting undeclared lupin traces in complex food matrices are therefore essential for consumer protection. In this study, a loop-mediated isothermal amplification (LAMP) assay was developed for rapid and sensitive detection of lupin DNA. Several nuclear and chloroplast regions were evaluated for primer design, and gene encoding the Lup a 1 allergen was selected as the optimal target. Amplification was monitored by real-time fluorescence, agarose gel electrophoresis, and visual colorimetry. The selected primer set achieved a detection limit of 25 pg of lupin DNA and consistently detected lupin in binary mixtures down to 10 mg/kg, with no cross-reactivity against closely related legumes or tree nuts. Application to processed foods confirmed detection in products declaring lupin and revealed potential undeclared presence in some commercial samples. Colorimetric detection provided reliable results comparable to real-time monitoring, enabling simple readouts without specialized equipment. Overall, the developed LAMP assay represents a rapid, specific, and sensitive alternative to PCR-based methods for allergen monitoring and food safety management.",PB,Food safety & quality,False,True,True,True
83,pub.1192827486,Transcriptome profiles for defining avian primordial germ cell development,"Avian biology has contributed to many research areas, such as sustainable protein production, endocrinology, developmental biology, neurosciences, and immunology. Primordial germ cells, lineage-restricted stem cells, are key for the conservation of genetic diversity of bird species, as well as for studying germ cell development and producing genetic models to study avian biology. Here, we review the current knowledge of developmental and fate decision processes in avian primordial germ cells focusing on insights revealed by gene expression profiling. We summarized the characteristics and fundamental pathways required for chicken primordial cell growth. In addition, we discuss the common and disparate features of PGCs from chicken compared to other avian species. These insights are valuable for researchers in germ cell biology, reproductive biotechnology, and avian genetic conservation and indicate a need for the analysis of further bird species.",CM,Cell line development ,False,True,True,True
1287,pub.1195438208,"Simultaneous determination of acrylamide, Glycidamide, and Methylacrylamide in plant-based beverages using μ-dispersive solid phase extraction and HPLC-PDA: Development, validation, and occurrence","Plant-based beverages are widely consumed as dairy alternatives due to their nutritional value and sustainability. However, thermal processing may lead to the formation of acrylamide and related toxicants. This study developed and validated a miniaturized dispersive solid-phase extraction (μ-dSPE) method coupled with high-performance liquid chromatography and ultraviolet detection for the simultaneous determination of acrylamide, glycidamide, and methacrylamide, using thiourea as an internal standard. Unlike existing μ-dSPE/QuEChERS and MS-based approaches, the workflow is entirely aqueous (no organic solvents) and requires no derivatization, aligning with green analytical chemistry. Optimization was conducted using a 3441 screening design and response surface methodology. The method showed excellent linearity (r2 > 0.999), low detection limits (0.24-0.98 μg/mL), and excellent accuracy (91-111 % recovery) and precision (RSD < 6.1 %). Analysis of 15 commercial beverages revealed acrylamide in 14 samples (0.33-1.17 μg/mL), especially in oat and mixed-protein types; glycidamide and methacrylamide were not detected. Environmental assessment using AGREEprep yielded a high greenness score (0.72) and a high practical applicability score (80.0) by the Blue Applicability Grade Index. This μ-dSPE-HPLC-PDA method provides a reliable, cost-effective, and environmentally-friendly approach for monitoring heat-induced contaminants in plant-based beverages.",PB,Food safety & quality,False,True,False,False
9,pub.1194204606,Ultra-processed Plant Foods: Are They Worse than their Unprocessed Animal-Based Counterparts?,"Purpose of the ReviewThis review aims to compare the impact of unprocessed animal foods with ultra-processed plant-based alternatives, particularly plant-based milks, plant-based meat analogs, and margarine, on cardiometabolic risk factors, chronic diseases, and mortality.Recent FindingsThe ultra-processed food category is highly heterogeneous, encompassing products with varying ingredients and nutrient profiles. Plant-based milks, plant-based meat analogs, and margarine, typically classified as ultra-processed foods, differ markedly from their unprocessed animal-based counterparts: they do not contain cholesterol or heme iron, have lower concentrations of saturated fat, sulfur, and branched-chain amino acids, and provide dietary fiber, which is absent in animal-based foods. Replacing dairy milk with soymilk have been shown to reduce total cholesterol (TC), LDL cholesterol (LDL-C), and C-reactive protein (CRP), and is associated with a lower risk of breast cancer. Compared to unprocessed animal-based products, plant-based meat analogs are associated with reductions in TC, LDL-C, body weight, plasma ammonia, and trimethylamine oxide (TMAO). Substituting butter with soft margarine reduces TC and LDL-C, and is associated with a lower risk of cardiovascular events and mortality.SummaryWhile ultra-processed plant-based foods are less healthy than whole plant foods, they may offer better cardiometabolic outcomes than unprocessed animal-based products. As transitional tools, products such as plant-based milks, meat analogs, and margarine may facilitate dietary shifts. Public health guidance should reflect these nuances to support realistic, health-promoting transitions.",PB,Health & nutrition,False,True,False,False
935,pub.1187276166,Foodomics: A lever to avoid the Darwinian boomerang of malnutrition and compromised nutritional value in the rapidly emerging green food transition,"Background Since the 18th century, the industrial revolution has brought tremendous success in food production, enabling the feeding of more than 8 billion people. However, the success comes with consequences – what we call the Darwinian boomerang of industrialization. The consequences include accelerated global warming, increasing greenhouse gas emissions, water scarcity, overexploitation of natural resources, desertification, eutrophication, loss of biodiversity, and accumulation of alarmingly large amounts of industrial waste including plastics and resilient chemicals. Addressing these challenges and meeting the growing demand for sustainable and nutritious food necessitates a paradigm shift, known as the green food transition, supported by multidisciplinary foodomics research. Scope and approach This review discusses key enablers of the rapidly emerging green food transition, including a shift toward plant-based diets, gene editing, smart agriculture, cellular agriculture, gentle food processing, and circular economy models. The role of foodomics within each enabler is highlighted, providing examples of how multidisciplinary foodomics research can prevent a Darwinian boomerang characterized by malnutrition, compromised nutritional quality, emergence of novel foodborne diseases, and increased food intolerances. Key findings and conclusions Green food transition initiatives are essential for achieving future food security and environmental sustainability, but nutritional concerns persist. Only a minor fraction of current research integrates foodomics, despite its critical role in ensuring food safety and nutritional adequacy. Most discoveries of unforeseen harmful compounds come from inductive studies on industrial food processing or dietary interventions. Systematic foodomics assessments of emerging sustainable food systems are urgently required to evaluate both short- and long-term human health impacts.",CC,Health & nutrition,False,True,True,True
2379,pub.1184317596,"The influence of food matrices on the bioavailability of curcuminoids from a dried colloidal turmeric suspension: a randomized, crossover, clinical trial","Curcuminoid absorption can be influenced by the presence of additional compounds, but there has been no study investigating this in a robust manner. The aim of this clinical trial was to assess the effect of the type of food matrix on the absorption of curcuminoids from a highly bioavailable turmeric formulation. Participants consumed the turmeric formulation in the form of capsules, a ready-to-drink fruit nectar, a sports nutrition bar, a dairy analogue (oat milk), pectin gummies, and a probiotic drink in a randomized, crossover study. Plasma samples were collected over a 24-hour period to assess the pharmacokinetics of curcuminoids. The relative bioavailability of total curcuminoids was increased in all the food matrices compared to that in the capsule formulation. The dairy analogue showed the highest increase in dose-normalized AUC24 h (+76%, p < 0.0001) and Cmax (+105%, p < 0.0001). The sports nutrition bar resulted in increased dose-normalized AUC24 h (+40%, p = 0.0112) and Cmax (+74%, p < 0.0001). The probiotic drink showed increased dose-normalized AUC24 h (+35%, p = 0.0318) and Cmax (+52%, p < 0.0001). The ready-to-drink and gummy formulations were bioequivalent to the capsules. The distribution of curcuminoid metabolites was similar in all the matrices. In conclusion, there was no negative food matrix effect; on the contrary, the bioavailability of curcuminoids can be improved when administered via food matrices, particularly those containing lipids in a suspended form or polar lipids.",PB,Health & nutrition,False,True,True,True
1321,pub.1196135327,Investigating the influence of astringent compounds on oral lubrication and the protective role of proline-rich proteins,"Astringency, characterized by dryness and roughness in the mouth, is a major challenge for the acceptance of plant-based protein-rich foods. The mechanisms behind this sensation, particularly the role of mucins and the oral epithelium, remain unclear. This study investigates the impact of tannins, specifically epigallocatechin gallate (EgCG), on oral lubrication and examines the role of MUC1 protein in the lubrification and potentially in the astringency perception. The protective effect of proline-rich proteins (PRPs) is also explored. In vitro tribological tests were performed on four oral epithelial models expressing different MUC1 isoforms, using a reconstructed mucosal pellicle. A homemade biotribometer measured friction and dissipated energy to assess tannin-mucin interactions. Results confirm that EgCG disrupts epithelial lubrication, increasing frictional forces. However, MUC1 expression, particularly its structure, reduces these effects by preventing tannin aggregation and preserving lubrication. PRPs also enhance lubrication by binding tannins, limiting their interaction with mucins. This study highlights the roles of MUC1 and PRPs in oral lubrication in the presence of tannins.",PB,Ingredient optimisation,False,True,False,True
386,pub.1184987938,Dietary exposure and risk assessment of the Swedish general adult population to organophosphate flame retardants and plasticizers: A food market basket study,"The occurrence of 17 organophosphate flame retardants (PFRs), 9 legacy phthalates (LPs) and 11 alternative plasticizers (APs) was measured in 51 composite food samples from 17 food categories, collected in 2022 in the frame of the most recent Swedish food market basket study. Among PFRs, 2-ethylhexyl diphenyl phosphate (EHDPHP) had the highest detection frequency (DF, 65%). Food categories with the highest PFR levels were pastries, fats and oils, and meat substitutes. Dimethyl phthalate (DMP) was the most frequently detected plasticizer (DF 71%). Fatty dairy products, fats and oils and fatty fish were the food categories with the highest LP contamination, while meat substitutes, cereal products and fats and oils were the food categories with the highest AP levels. The estimated daily intake (EDI) for the adult Swedish population was 249 ng/kg bw/day for ∑PFRs, 1128 ng/kg bw/day for ∑LPs and 1515 ng/kg bw/day for ∑APs. Tris (1-chloro-2-propyl) phosphate (TCIPP) and EHDPHP were the main contributors to the EDI for PFRs, with fruit products and meat contributing the most. For plasticizers, and diisononyl phthalate (DINP) was the main contributor to the EDI of ∑LPs while acetyl tributyl citrate (ATBC) contributed most to the EDI of ∑APs. Fatty dairy products and cereal products were the food categories contributing most to the EDI of ∑LPs and ∑APs, respectively. EDI values for individual PFRs and plasticizers were lower than health-based guidance values, indicating that the general Swedish population is not at risk for health effects of PFRs and plasticizers by dietary intake.",PB,Food safety & quality,False,True,False,True
1317,pub.1192747634,Volatile organic compounds in pea plants: a comprehensive review,"Legumes are crops of significant global importance for ensuring food security, promoting sustainable production, and enhancing cropping efficiency within diverse agroecosystems. The pulse pea (Pisum sativum L.) is highly valued for its protein and micronutrient content, ranking third in global cultivation after soybeans and beans, with production mainly present in temperate regions. Pea production can be afflicted by crop losses due to biotic and abiotic stress factors, leading to an increased demand for improved defense systems. To cope with environmental stresses, plants have evolved several defense mechanisms, including the production of volatile organic compounds (VOCs), which are key in plant-to-plant communication and environmental interactions. Despite the growing interest in the characterization of plant VOCs in legumes, there has been a paucity of research on the emissions and functional roles of VOCs produced by peas, either constitutively or in response to various factors such as insects, pathogens, drought, and heat. In this review, we focused on the emission patterns and potential biological functions of VOCs produced by peas in response to various stimuli. Moreover, we discuss mass spectrometry techniques currently used or with potential applications for the study of pea VOCs. The emission of specific VOCs in response to external stimuli suggests a precise involvement in pea defense mechanisms. What emerges from this essay is that further functional studies are needed to enhance and exploit the potential of VOCs for sustainable applications, such as insect repellency, pathogen inhibition, and signaling in pea plant defense.",PB,Crop development ,False,True,True,True
1091,pub.1186213546,Impact of Vegan and Vegetarian Diets on Neurological Health: A Critical Review,"BACKGROUND/OBJECTIVES: The global shift towards vegan and vegetarian diets has garnered attention for their ethical, environmental, and potential health benefits. These diets are often rich in phytonutrients and antioxidants, which have been associated with lower levels of inflammatory markers, such as C-reactive protein (CRP) and interleukin-6 (IL-6), suggesting a potential protective effect against systemic inflammation and oxidative stress. However, despite these benefits, concerns remain regarding their impact on neurological health due to the possible deficiencies of critical nutrients such as vitamin B12, DHA, EPA, and iron. This review critically evaluates the influence of these dietary patterns on neurological outcomes, emphasizing their nutritional composition, potential deficiencies, and their interplay with inflammation and oxidative stress.
METHODS: A systematic review of the literature published between 2010 and 2023 was conducted, focusing on studies that explore the relationship between vegan and vegetarian diets and neurological health. Key nutrients such as vitamin B12, omega-3 fatty acids, iron, and zinc were analyzed alongside antinutritional factors and their effects on the nervous system.
RESULTS: Evidence suggests that vegan and vegetarian diets, when well planned, can be rich in phytonutrients and antioxidants, which have been associated with lower levels of inflammatory markers, such as C-reactive protein (CRP) and interleukin-6 (IL-6). These findings indicate a potential role in reducing systemic inflammation and oxidative stress, both of which are linked to neurodegenerative diseases. However, deficiencies in critical nutrients such as vitamin B12, DHA, EPA, and iron have been consistently associated with an increased risk of cognitive decline, mood disturbances, and neurodegenerative disorders. Additionally, the presence of antinutritional factors like phytates and oxalates may further impair nutrient absorption, necessitating careful dietary planning and supplementation.
CONCLUSIONS: While plant-based diets provide anti-inflammatory and antioxidant benefits, their neurological implications depend on nutrient adequacy. Proper planning, supplementation, and food preparation techniques are essential to mitigate risks and enhance cognitive health. Further research is needed to explore long-term neurological outcomes and optimize dietary strategies.",PB,Health & nutrition,False,True,True,True
